t,p
177.1,0.033693345
177.2,0
177.3,0
177.4,0.009486373
177.5,0
177.6,0
177.7,0.042367048
177.8,0
177.9,0
178,0.213750403
178.1,0
178.2,0
178.3,0.002702031
178.4,0.101336031
178.5,0.002658304
178.6,0
178.7,0.072140133
178.8,0
178.9,0.104946464
179,0
179.1,0
179.2,0.007282694
179.3,0
179.4,0
179.5,0.062575158
179.6,0.075464705
179.7,0
179.8,0
179.9,0.185865208
180,0
180.1,0
180.2,0.118982138
180.3,0.074862763
180.4,0.008667847
180.5,0.050411462
180.6,0.017477632
180.7,0
180.8,0
180.9,0
181,0.054032185
181.1,0
181.2,0.140502561
181.3,0.165712308
181.4,0
181.5,0
181.6,0.079903792
181.7,0
181.8,0.145590687
181.9,0
182,0.089423471
182.1,0
182.2,0
182.3,0.060189919
182.4,0.00710338
182.5,0.002719705
182.6,0
182.7,0
182.8,0.172386293
182.9,0
183,0
183.1,0.030840705
183.2,0
183.3,0.123232654
183.4,0
183.5,7.63367E-05
183.6,0.047700265
183.7,0
183.8,0.100265026
183.9,0.011882222
184,0
184.1,0.050516104
184.2,0.031925559
184.3,0
184.4,0
184.5,0.268937917
184.6,0.001921129
184.7,0.034767767
184.8,0.143670994
184.9,0.103000189
185,0
185.1,0.085791282
185.2,0
185.3,0
185.4,0.080979481
185.5,0
185.6,0.031583528
185.7,0.301010414
185.8,0.101912979
185.9,0.129500374
186,0.103779706
186.1,0.070002559
186.2,0.055510122
186.3,0.07866115
186.4,0.088546199
186.5,0.105078533
186.6,0.196478738
186.7,0
186.8,0
186.9,0.140841714
187,0
187.1,0.261476328
187.2,0
187.3,0.040065943
187.4,0
187.5,0
187.6,0
187.7,0
187.8,0.129490954
187.9,0.115647248
188,0.11085434
188.1,0.077977136
188.2,0
188.3,0
188.4,0.033066136
188.5,0.018305755
188.6,0
188.7,0.041100456
188.8,0
188.9,0
189,0.107261543
189.1,0
189.2,0.275994809
189.3,0
189.4,0
189.5,0.057035955
189.6,0.076562039
189.7,0.132926599
189.8,0
189.9,0.01042028
190,0.039861962
190.1,0
190.2,0
190.3,0
190.4,0
190.5,0.285212505
190.6,0
190.7,0
190.8,0
190.9,0.033655019
191,0
191.1,0.086267954
191.2,0.185939668
191.3,0.066713255
191.4,0
191.5,0
191.6,0
191.7,0
191.8,0
191.9,0
192,0
192.1,0
192.2,0
192.3,0
192.4,0.166666328
192.5,0
192.6,0.027796048
192.7,0.029435805
192.8,0
192.9,0.038333305
193,0
193.1,0.212126975
193.2,0.022236121
193.3,0
193.4,0.047049008
193.5,0
193.6,0
193.7,0.059750419
193.8,0.120704029
193.9,0
194,0.014980495
194.1,0
194.2,0
194.3,0.147839497
194.4,0
194.5,0.071261398
194.6,0.026569634
194.7,0.168219316
194.8,0
194.9,0
195,0
195.1,0.102417241
195.2,0.108129616
195.3,0
195.4,0.013380437
195.5,0
195.6,0.077078921
195.7,0
195.8,0
195.9,0.093894613
196,0
196.1,0.024663937
196.2,0.078267853
196.3,0.13997849
196.4,0.071287602
196.5,0
196.6,0.09428474
196.7,0
196.8,0.002535941
196.9,0.032194742
197,0.179338703
197.1,0
197.2,0.189473322
197.3,0
197.4,0.051660785
197.5,0
197.6,0
197.7,0.017051623
197.8,0
197.9,0.173560771
198,0.158036625
198.1,0
198.2,0
198.3,0
198.4,0.049362449
198.5,0
198.6,0.031392622
198.7,0
198.8,0
198.9,0
199,0.01881212
199.1,0
199.2,0.151278718
199.3,0
199.4,0
199.5,0
199.6,0
199.7,0
199.8,0.262140946
199.9,0.061659988
200,0
200.1,0.01925862
200.2,0
200.3,0.126816095
200.4,0
200.5,0
200.6,0.040032215
200.7,0.063609709
200.8,0.0548932
200.9,0
201,0.020047036
201.1,0
201.2,0
201.3,0
201.4,0
201.5,0.070438742
201.6,0
201.7,0.137038456
201.8,0
201.9,0.12784865
202,0.042688508
202.1,0.021661757
202.2,0
202.3,0.042753829
202.4,0.009905537
202.5,0.045060483
202.6,0.057705053
202.7,0
202.8,0.055720592
202.9,0
203,0.046697382
203.1,0
203.2,0.081808736
203.3,0
203.4,0
203.5,0
203.6,0
203.7,0.08953048
203.8,0.091827969
203.9,0
204,0
204.1,0.032731519
204.2,0.007558881
204.3,0.279497538
204.4,0
204.5,0
204.6,0
204.7,0.018855973
204.8,0
204.9,0
205,0
205.1,0.134284394
205.2,0.008845473
205.3,0.14900541
205.4,0.012971281
205.5,0.065292078
205.6,0
205.7,0
205.8,0.06179237
205.9,0.204871839
206,0.085904672
206.1,0.011813622
206.2,0
206.3,0
206.4,0
206.5,0
206.6,0
206.7,0.16666786
206.8,0
206.9,0.010574848
207,0.112963996
207.1,0
207.2,0
207.3,0
207.4,0.121614352
207.5,0.037497469
207.6,0
207.7,0.052567731
207.8,0.28473942
207.9,0.070432575
208,0.124128084
208.1,0.019428958
208.2,0
208.3,0
208.4,0
208.5,0
208.6,0.063910767
208.7,0.080099975
208.8,0
208.9,0.095854711
209,0.053739498
209.1,0.087924774
209.2,0
209.3,0.098233602
209.4,0.054339222
209.5,0.038436885
209.6,0.001316942
209.7,0.02793478
209.8,0
209.9,0.084135707
210,0.332251649
210.1,0.104028046
210.2,0
210.3,0.23464757
210.4,0.007439203
210.5,0
210.6,0
210.7,0
210.8,0.11138674
210.9,0
211,0.023137112
211.1,0
211.2,0
211.3,0.036141604
211.4,0.098682394
211.5,0
211.6,0.151363042
211.7,0.125331552
211.8,0
211.9,0.061099602
212,0.121526136
212.1,0.051644396
212.2,0.070236187
212.3,0.059855315
212.4,0.004422034
212.5,0
212.6,0.041405678
212.7,0.04190147
212.8,0
212.9,0
213,0.107204884
213.1,0.113326858
213.2,0
213.3,0.016099011
213.4,0.092358846
213.5,0.039364363
213.6,0
213.7,0
213.8,0.134095102
213.9,0
214,0.078884569
214.1,0
214.2,0.010578187
214.3,0
214.4,0
214.5,0
214.6,0.02077693
214.7,0.039270135
214.8,0.091294062
214.9,0
215,0
215.1,0
215.2,0.111845811
215.3,0.071847467
215.4,0.087741993
215.5,0.04197362
215.6,0.074311845
215.7,0.118595283
215.8,0
215.9,0
216,0.058116754
216.1,0.004590202
216.2,0.08387395
216.3,0
216.4,0.116614546
216.5,0
216.6,0.008760501
216.7,0.0955579
216.8,0
216.9,0
217,0.004631043
217.1,0
217.2,0.015307344
217.3,0
217.4,0.044308755
217.5,0
217.6,0.128015945
217.7,0.125812824
217.8,0.13419762
217.9,0
218,0
218.1,0.042046627
218.2,0.052270705
218.3,0.044500849
218.4,0.067816079
218.5,0
218.6,0
218.7,0.057308736
218.8,0
218.9,0
219,0
219.1,0.028523847
219.2,0
219.3,0
219.4,0
219.5,0.082158018
219.6,0.001672218
219.7,0.06073465
219.8,0
219.9,0
220,0.197236161
220.1,0.02917556
220.2,0
220.3,0
220.4,0.147271443
220.5,0
220.6,0.050816849
220.7,0
220.8,0
220.9,0.310532549
221,0.006458742
221.1,0.321677872
221.2,0
221.3,0.131486424
221.4,0.149802922
221.5,0.04718872
221.6,0.087988767
221.7,0.108390597
221.8,0.227793301
221.9,0.130520719
222,0.271151297
222.1,0.181977672
222.2,0.07051226
222.3,0
222.4,0.043870803
222.5,0.167018049
222.6,0
222.7,0
222.8,0
222.9,0.036781082
223,0.066496804
223.1,0.113241881
223.2,0.041171036
223.3,0
223.4,0.009952614
223.5,0.026643485
223.6,0.015359242
223.7,0
223.8,0.141984307
223.9,0.003439315
224,0.070419363
224.1,0
224.2,0
224.3,0
224.4,0
224.5,0.095097876
224.6,0
224.7,0.016825823
224.8,0.116060835
224.9,0
225,0
225.1,0.046835937
225.2,0.04721915
225.3,0.133802309
225.4,0.127070751
225.5,0.0229538
225.6,0.114255867
225.7,0.118273898
225.8,0.044773246
225.9,0
226,0.012308606
226.1,0
226.2,0
226.3,0
226.4,0
226.5,0.0584107
226.6,0
226.7,0.035337101
226.8,0.055826739
226.9,0.044068465
227,0
227.1,0
227.2,0
227.3,0
227.4,0.060831327
227.5,0
227.6,0
227.7,0
227.8,0.057421766
227.9,0.063600527
228,0.064283905
228.1,0.024306447
228.2,0.194152937
228.3,0.041859728
228.4,0
228.5,0.070029566
228.6,0.088369651
228.7,0
228.8,0.097544461
228.9,0
229,0
229.1,0
229.2,0
229.3,0
229.4,0
229.5,0.242754951
229.6,0.056594668
229.7,0.211382414
229.8,0.052131925
229.9,0
230,0
230.1,0
230.2,0
230.3,0
230.4,0
230.5,0.0926835
230.6,0.081235592
230.7,0
230.8,0
230.9,0
231,0.164805335
231.1,0.067480505
231.2,0
231.3,0.224212546
231.4,0
231.5,0
231.6,0.123452985
231.7,0
231.8,0.143368141
231.9,0
232,0.257236081
232.1,0.130909569
232.2,0
232.3,0
232.4,0.054832347
232.5,0
232.6,0.002428106
232.7,0
232.8,0.005641501
232.9,0.080439251
233,0.010905385
233.1,0.071175631
233.2,0
233.3,0.163272995
233.4,0.132870942
233.5,0.188852641
233.6,0.148918789
233.7,0.040347541
233.8,0.009750321
233.9,0.046575799
234,0
234.1,0
234.2,0.070693551
234.3,0.014150005
234.4,0.016346776
234.5,0.263842195
234.6,0.289395816
234.7,0.157192151
234.8,0.004848916
234.9,0
235,0
235.1,0.083945101
235.2,0
235.3,0.079582116
235.4,0
235.5,0
235.6,0
235.7,0
235.8,0.034248585
235.9,0.040574097
236,0
236.1,0
236.2,0.019622373
236.3,0
236.4,0.220316181
236.5,0
236.6,0
236.7,0
236.8,0
236.9,0.091475124
237,0
237.1,0.013706892
237.2,0.106881891
237.3,0.140872433
237.4,0.057683754
237.5,0.176648609
237.6,0
237.7,0
237.8,0
237.9,0.064999494
238,0.019285934
238.1,0
238.2,0
238.3,0
238.4,0
238.5,0.067671743
238.6,0.045788969
238.7,0
238.8,0.142542478
238.9,0
239,0
239.1,0.027559936
239.2,0.020170473
239.3,0
239.4,0.023609572
239.5,0
239.6,0.080246604
239.7,0.186281827
239.8,0
239.9,0
240,0.082858081
240.1,0
240.2,0
240.3,0.09995392
240.4,0.002029954
240.5,0
240.6,0.178715841
240.7,0
240.8,0
240.9,0.147182363
241,0.14031197
241.1,0.040819829
241.2,0.075791828
241.3,0
241.4,0.201156794
241.5,0
241.6,0
241.7,0.028136214
241.8,0
241.9,0
242,0.015563046
242.1,0.098137019
242.2,0.142572404
242.3,0.0936043
242.4,0.170941044
242.5,0.05285409
242.6,0.042835946
242.7,0.025041028
242.8,0.039245195
242.9,0
243,0.108919097
243.1,0
243.2,0.019824247
243.3,0
243.4,0.14562548
243.5,0
243.6,0.133508451
243.7,0
243.8,0
243.9,0.027853283
244,0.145083908
244.1,0
244.2,0
244.3,0
244.4,0
244.5,0.062160775
244.6,0.032324884
244.7,0
244.8,0.039925996
244.9,0.116793917
245,0
245.1,0
245.2,0.019114995
245.3,0
245.4,0.24989713
245.5,0.121825533
245.6,0.127634497
245.7,0.109317865
245.8,0.239156804
245.9,0.105231589
246,0
246.1,0.112484224
246.2,0
246.3,0.061911259
246.4,0.026304806
246.5,0.034576183
246.6,0.226010547
246.7,0
246.8,0.008679471
246.9,0.052073037
247,0
247.1,0.093431579
247.2,0.185317802
247.3,0.076284805
247.4,0.176015433
247.5,0.132613768
247.6,0
247.7,0.024110032
247.8,0
247.9,0
248,0
248.1,0.016232358
248.2,0.066390989
248.3,0
248.4,0
248.5,0.016154842
248.6,0.000156795
248.7,0.094862731
248.8,0.089113098
248.9,0
249,0
249.1,0.016117666
249.2,0.036024655
249.3,0.116000644
249.4,0.08818246
249.5,0.084208245
249.6,0
249.7,0
249.8,0
249.9,0.050203277
250,0
250.1,0.082208425
250.2,0
250.3,0.001460191
250.4,0
250.5,0
250.6,0.005194657
250.7,0.132454229
250.8,0.060626925
250.9,0.146971008
251,0
251.1,0
251.2,0.019628418
251.3,0
251.4,0
251.5,0
251.6,0
251.7,0.057509435
251.8,0
251.9,0
252,0
252.1,0.055060576
252.2,0
252.3,0
252.4,0
252.5,0.03431729
252.6,0
252.7,0.056235361
252.8,0.023944039
252.9,0.063490215
253,0.043048103
253.1,0
253.2,0.003269226
253.3,0.082815336
253.4,0.032419616
253.5,0.170240417
253.6,0.054665712
253.7,0
253.8,0.035975414
253.9,0.125518444
254,0
254.1,0
254.2,0.003996676
254.3,0
254.4,0
254.5,0
254.6,0.109158889
254.7,0.043092525
254.8,0
254.9,0
255,0
255.1,0.031296594
255.2,0.117499326
255.3,0.002962276
255.4,0
255.5,0.118457096
255.6,0.113905326
255.7,0.022661329
255.8,0.123702086
255.9,0
256,0.144173579
256.1,0
256.2,0
256.3,0.094313302
256.4,0
256.5,0
256.6,0.125086748
256.7,0.117200312
256.8,0.037864151
256.9,0
257,0.087800809
257.1,0
257.2,0.184058985
257.3,0.077658045
257.4,0.149880164
257.5,0.041895041
257.6,0.101340024
257.7,0.01119828
257.8,0.055373708
257.9,0.119787836
258,0.208496174
258.1,0.026624703
258.2,0.175305751
258.3,0.026220467
258.4,0
258.5,0.020806999
258.6,0.069379743
258.7,0
258.8,0.087071266
258.9,0
259,0
259.1,0
259.2,0.15962453
259.3,0
259.4,0
259.5,0.03319102
259.6,0.086146148
259.7,0.124853645
259.8,0.150653868
259.9,0
260,0
260.1,0.092067592
260.2,0.16876309
260.3,0.087658597
260.4,0
260.5,0
260.6,0.111031489
260.7,0
260.8,0
260.9,0.071574414
261,0
261.1,0
261.2,0.09917542
261.3,0.172041686
261.4,0.05337043
261.5,0
261.6,0.202619439
261.7,0
261.8,0.040146448
261.9,0
262,0.072218454
262.1,0.161101196
262.2,0
262.3,0.004187825
262.4,0
262.5,0.067392124
262.6,0
262.7,0.032934575
262.8,0.048828233
262.9,0.051352878
263,0.083934936
263.1,0.187210611
263.2,0.09177045
263.3,0
263.4,0
263.5,0
263.6,0.0350129
263.7,0.114225341
263.8,0
263.9,0.238490033
264,0.037094544
264.1,0
264.2,0
264.3,0.129098845
264.4,0
264.5,0.066483886
264.6,0
264.7,0
264.8,0.033824211
264.9,0.17965639
265,0
265.1,0.007307949
265.2,0.014913434
265.3,0
265.4,0.018407814
265.5,0.018448413
265.6,0.216372629
265.7,0.108666896
265.8,0
265.9,0
266,0.072909223
266.1,0
266.2,0
266.3,0.135632967
266.4,0.128506975
266.5,0.112782002
266.6,0.144507462
266.7,0
266.8,0
266.9,0.182784175
267,0
267.1,0
267.2,0
267.3,0
267.4,0.128367469
267.5,0.039833247
267.6,0
267.7,0
267.8,0.016997578
267.9,0.052959373
268,0
268.1,0.054276813
268.2,0.068331997
268.3,0
268.4,0.061308523
268.5,0.081911786
268.6,0.096726225
268.7,0.066295452
268.8,0.111365579
268.9,0.141681451
269,0.08062754
269.1,0.013599581
269.2,0.151518577
269.3,0.077389048
269.4,0.013930305
269.5,0
269.6,0.25247578
269.7,0.179255363
269.8,0.055292619
269.9,0.100338819
270,0.052583145
270.1,0.021199985
270.2,0.104723013
270.3,0.022010865
270.4,0
270.5,0
270.6,0.057302569
270.7,0
270.8,0.104786375
270.9,0.1131754
271,0.080308855
271.1,0
271.2,0.023054476
271.3,0
271.4,0
271.5,0.122341845
271.6,0.099492469
271.7,0.004339101
271.8,0.044210907
271.9,0.038208471
272,0.061550136
272.1,0.078293761
272.2,0
272.3,0
272.4,0.046748535
272.5,0
272.6,0.111561546
272.7,0
272.8,0.062930544
272.9,0
273,0
273.1,0.231370634
273.2,0.011657446
273.3,0
273.4,0.043818985
273.5,0
273.6,0.146308936
273.7,0.046240949
273.8,0
273.9,0
274,0
274.1,0.003755923
274.2,0.041893391
274.3,0
274.4,0.08510069
274.5,0.032755439
274.6,0
274.7,0.221846877
274.8,0.038504194
274.9,0
275,0.070099244
275.1,0
275.2,0.01699658
275.3,0
275.4,0
275.5,0
275.6,0
275.7,0.230606471
275.8,0.045880836
275.9,0.026432413
276,0
276.1,0
276.2,0
276.3,0
276.4,0
276.5,0
276.6,0
276.7,0.041201022
276.8,0
276.9,0
277,0
277.1,0
277.2,0
277.3,0.038672724
277.4,0
277.5,0.107212806
277.6,0
277.7,0.007066711
277.8,0
277.9,0
278,0.128626532
278.1,0.028872952
278.2,0
278.3,0
278.4,0.021043876
278.5,0.075018578
278.6,0.017617325
278.7,0.088741874
278.8,0.082661604
278.9,0
279,0.129365685
279.1,0
279.2,0.044365123
279.3,0
279.4,0.023108667
279.5,0
279.6,0
279.7,0
279.8,0.034822275
279.9,0.087720375
280,0.125291291
280.1,0
280.2,0.113622667
280.3,0
280.4,0.065992621
280.5,0.001191999
280.6,0.019243585
280.7,0.126882236
280.8,0.178208951
280.9,0
281,0.09658197
281.1,0.202250233
281.2,0.051596638
281.3,0.137444115
281.4,0.111315554
281.5,0.125628161
281.6,0.252472414
281.7,0.07786936
281.8,0
281.9,0.098914669
282,0
282.1,0.254207272
282.2,0.205838451
282.3,0.049772925
282.4,0.16467855
282.5,0.024501535
282.6,0.150430484
282.7,0
282.8,0.072217167
282.9,0
283,0.093140286
283.1,0.023019294
283.2,0.002155172
283.3,0.230294191
283.4,0.112798034
283.5,0
283.6,0
283.7,0.002186965
283.8,0
283.9,0.101867348
284,0
284.1,0
284.2,0.164615198
284.3,0
284.4,0.043454659
284.5,0.069678842
284.6,0
284.7,0
284.8,0
284.9,0.05461574
285,0.047655766
285.1,0.047891326
285.2,0.048795695
285.3,0.016026099
285.4,0.12358606
285.5,0
285.6,0
285.7,0
285.8,0.001043325
285.9,0.068011915
286,0
286.1,0
286.2,0.036356138
286.3,0
286.4,0.032723636
286.5,0.053253944
286.6,0
286.7,0.153723362
286.8,0.134642988
286.9,0.046406496
287,0.085596763
287.1,0
287.2,0.094392991
287.3,0
287.4,0
287.5,0.014610623
287.6,0
287.7,0.118045991
287.8,0.047904712
287.9,0.195570602
288,0
288.1,0.007207811
288.2,0.109884245
288.3,0
288.4,0
288.5,0
288.6,0.099747632
288.7,0.112609137
288.8,0
288.9,0.358114157
289,0
289.1,0
289.2,0
289.3,0.04285978
289.4,0.005287337
289.5,0.038533561
289.6,0
289.7,0
289.8,0.14121159
289.9,0.005508775
290,0
290.1,0
290.2,0
290.3,0
290.4,0.06024837
290.5,0
290.6,0
290.7,0.075715488
290.8,0
290.9,0.078915706
291,0
291.1,0.036104246
291.2,0
291.3,0.074516784
291.4,0.02625766
291.5,0.193539335
291.6,0
291.7,0.189865834
291.8,0
291.9,0.25494027
292,0.105702156
292.1,0.119953385
292.2,0
292.3,0.064056769
292.4,0.055865625
292.5,0.131978507
292.6,0.112735962
292.7,0.143203712
292.8,0.129848207
292.9,0
293,0.130516145
293.1,0.131678982
293.2,0.082280614
293.3,0
293.4,0
293.5,0.165736599
293.6,0.09138314
293.7,0
293.8,0.112731936
293.9,0
294,0.134904911
294.1,0.150931337
294.2,0.012780326
294.3,0.134889267
294.4,0
294.5,0.016507165
294.6,0.170666528
294.7,0.059506119
294.8,0.094056173
294.9,0.096686309
295,0
295.1,0
295.2,0
295.3,0
295.4,0
295.5,0
295.6,0
295.7,0.0572875
295.8,0.182205934
295.9,0
296,0
296.1,0.083335972
296.2,0.041428982
296.3,0
296.4,0
296.5,0
296.6,0
296.7,0.074853036
296.8,0
296.9,0
297,0
297.1,0.067131275
297.2,0.098534792
297.3,0
297.4,0
297.5,0.043825369
297.6,0.01642584
297.7,0
297.8,0.106908308
297.9,0.303123488
298,0
298.1,0
298.2,0.05497391
298.3,0.161062074
298.4,0
298.5,0.131442361
298.6,0
298.7,0.153732126
298.8,0
298.9,0.137976789
299,0.130161195
299.1,0.005977716
299.2,0
299.3,0
299.4,0.055497064
299.5,0
299.6,0
299.7,0.112934569
299.8,0.12712507
299.9,0
300,0
300.1,0.031446922
300.2,0
300.3,0
300.4,0.067907474
300.5,0
300.6,0.057963327
300.7,0
300.8,0
300.9,0.050435836
301,0
301.1,0.033848442
301.2,0.00911622
301.3,0.018374398
301.4,0.038292381
301.5,0.002815962
301.6,0
301.7,0
301.8,0.000769161
301.9,0.093348477
302,0
302.1,0
302.2,0.010109333
302.3,0
302.4,0
302.5,0
302.6,0.092404006
302.7,0
302.8,0
302.9,0
303,0.170180287
303.1,0
303.2,0.00940591
303.3,0
303.4,0
303.5,0.00735436
303.6,0.118605578
303.7,0.054335864
303.8,0
303.9,0
304,0
304.1,0.018509008
304.2,0
304.3,0
304.4,0
304.5,0.041979653
304.6,0.030559306
304.7,0.062340889
304.8,0.118275983
304.9,0
305,0.077693364
305.1,0.079260018
305.2,0.307983552
305.3,0
305.4,0.083774277
305.5,0.178914665
305.6,0
305.7,0.023534813
305.8,0.051691896
305.9,0
306,0.099770269
306.1,0.070714938
306.2,0.028499972
306.3,0
306.4,0
306.5,0.020360164
306.6,0.215396013
306.7,0
306.8,0.065313466
306.9,0
307,0
307.1,0
307.2,0
307.3,0
307.4,0.047184894
307.5,0
307.6,0.056961507
307.7,0.118635445
307.8,0
307.9,0.166446292
308,0
308.1,0.019933826
308.2,0
308.3,0
308.4,0.009389856
308.5,0.015466874
308.6,0
308.7,0
308.8,0.024338899
308.9,0
309,0
309.1,0.056836382
309.2,0
309.3,0.219809672
309.4,0.085348475
309.5,0
309.6,0.058232785
309.7,0.179696841
309.8,0.054398569
309.9,0
310,0.04714318
310.1,0
310.2,0.091719634
310.3,0.097997549
310.4,0
310.5,0
310.6,0
310.7,0
310.8,0
310.9,0.107475425
311,0
311.1,0.004022939
311.2,0.037183223
311.3,0
311.4,0.032869722
311.5,0
311.6,0
311.7,0.008329083
311.8,0
311.9,0.018287464
312,0.109568328
312.1,0
312.2,0.114074673
312.3,0.146003968
312.4,0
312.5,0
312.6,0.262806685
312.7,0.14121824
312.8,0.059310277
312.9,0.102561498
313,0
313.1,0.030150649
313.2,0
313.3,0.077921609
313.4,0
313.5,0
313.6,0.165222129
313.7,0
313.8,0
313.9,0
314,0.000738967
314.1,0
314.2,0.110449131
314.3,0
314.4,0
314.5,0
314.6,0.065960735
314.7,0.164248463
314.8,0.149459525
314.9,0.011827478
315,0.031381567
315.1,0.091843316
315.2,0
315.3,0
315.4,0
315.5,0.052304676
315.6,0.040971158
315.7,0
315.8,0.024460615
315.9,0.017144197
316,0.056647311
316.1,0.004607457
316.2,0.106333489
316.3,0.17694719
316.4,0.291117266
316.5,0.117437726
316.6,0.214425398
316.7,0
316.8,0.16544599
316.9,0.258522173
317,0.182136361
317.1,0.148531672
317.2,0.126202664
317.3,0
317.4,0
317.5,0.145314207
317.6,0
317.7,0
317.8,0
317.9,0
318,0
318.1,0.128689123
318.2,0
318.3,0
318.4,0
318.5,0
318.6,0.036533587
318.7,0.088253046
318.8,0.004566515
318.9,0
319,0.03543747
319.1,0.035905504
319.2,0
319.3,0.005227529
319.4,0.016238064
319.5,0
319.6,0
319.7,0.049594012
319.8,0.020313504
319.9,0.068025691
320,0
320.1,0.073590938
320.2,0
320.3,0
320.4,0.03239892
320.5,0.059134841
320.6,0
320.7,0
320.8,0
320.9,0.071883655
321,0
321.1,0.076801253
321.2,0.011800321
321.3,0
321.4,0.044726871
321.5,0
321.6,0
321.7,0.018379306
321.8,0.143362118
321.9,0.095981867
322,0
322.1,0
322.2,0
322.3,0.011223682
322.4,0.01312353
322.5,0.051737389
322.6,0
322.7,0.078063371
322.8,0.179844083
322.9,0.068079826
323,0.059821983
323.1,0.062015536
323.2,0.080354509
323.3,0
323.4,0
323.5,0
323.6,0.02706647
323.7,0
323.8,0
323.9,0
324,0.052838061
324.1,0
324.2,0.075141189
324.3,0
324.4,0.024469045
324.5,0.006568517
324.6,0
324.7,0
324.8,0
324.9,0.099609745
325,0.012066729
325.1,0.042725977
325.2,0
325.3,0
325.4,0
325.5,0.023236356
325.6,0
325.7,0
325.8,0.038939127
325.9,0.093670836
326,0
326.1,0.004756935
326.2,0.08181642
326.3,0
326.4,0
326.5,0
326.6,0.058138728
326.7,0.037642321
326.8,0.22182412
326.9,0
327,0
327.1,0
327.2,0
327.3,0
327.4,0.036942307
327.5,0.031788584
327.6,0
327.7,0.061854048
327.8,0
327.9,0.022971979
328,0
328.1,0.244281004
328.2,0.009193988
328.3,0.146008808
328.4,0.112057759
328.5,0
328.6,0.07561119
328.7,0.025719717
328.8,0.148080633
328.9,0.01359454
329,0.124037565
329.1,0
329.2,0.103379267
329.3,0
329.4,0
329.5,0.043547617
329.6,0.15825558
329.7,0.128061883
329.8,0.143903538
329.9,0.008658364
330,0.075529861
330.1,0.12512908
330.2,0
330.3,0.067267096
330.4,0.227036507
330.5,0
330.6,0.056882539
330.7,0.128351783
330.8,0.089552887
330.9,0.039332822
331,0.135313382
331.1,0.030538272
331.2,0.20348995
331.3,0.11868389
331.4,0
331.5,0
331.6,0.16626004
331.7,0
331.8,0.014663959
331.9,0
332,0.103891914
332.1,0
332.2,0.126065685
332.3,0
332.4,0
332.5,0
332.6,0
332.7,0.022236903
332.8,0
332.9,0
333,0
333.1,0
333.2,0
333.3,0
333.4,0
333.5,0
333.6,0
333.7,0
333.8,0
333.9,0
334,0.031805667
334.1,0
334.2,0
334.3,0.002315823
334.4,0.248812915
334.5,0.103318076
334.6,0
334.7,0
334.8,0.009381662
334.9,0
335,0.042679427
335.1,0
335.2,0.156749297
335.3,0.065868063
335.4,0
335.5,0.022308053
335.6,0.053178366
335.7,0.102778926
335.8,0
335.9,0.05769414
336,0
336.1,0
336.2,0.097928794
336.3,0.107191968
336.4,0
336.5,0
336.6,0.103441703
336.7,0.048309569
336.8,0.058786193
336.9,0
337,0.067539807
337.1,0
337.2,0.082629348
337.3,0.055831668
337.4,0.055711125
337.5,0.01992863
337.6,0
337.7,0
337.8,0.026187044
337.9,0
338,0.165363908
338.1,0
338.2,0.239459826
338.3,0.137912204
338.4,0
338.5,0.060544054
338.6,0.035874201
338.7,0
338.8,0
338.9,0.083719047
339,0
339.1,0
339.2,0.107448131
339.3,0.046020317
339.4,0
339.5,0
339.6,0.045935713
339.7,0.081987688
339.8,0
339.9,0
340,0.064448778
340.1,0.08971244
340.2,0.138883021
340.3,0.002236624
340.4,0.012136918
340.5,0.033225389
340.6,0.180624019
340.7,0
340.8,0
340.9,0.114471769
341,0.111244683
341.1,0.042059713
341.2,0.090917229
341.3,0.053994754
341.4,0.112539371
341.5,0
341.6,0.098511791
341.7,0.065200562
341.8,0.01990547
341.9,0.068595067
342,0
342.1,0
342.2,0
342.3,0.179755965
342.4,0
342.5,0.134832517
342.6,0.09002239
342.7,0.085815379
342.8,0
342.9,0
343,0
343.1,0
343.2,0
343.3,0
343.4,0.075218165
343.5,0
343.6,0.175561048
343.7,0
343.8,0.065174812
343.9,0
344,0
344.1,0
344.2,0
344.3,0
344.4,0
344.5,0
344.6,0
344.7,0
344.8,0
344.9,0.114600978
345,0
345.1,0
345.2,0.031902605
345.3,0
345.4,0
345.5,0.009988073
345.6,0
345.7,0
345.8,0
345.9,0.081852738
346,0
346.1,0
346.2,0
346.3,0.03734828
346.4,0
346.5,0
346.6,0
346.7,0
346.8,0
346.9,0
347,0
347.1,0.013213989
347.2,0.011318
347.3,0.061138681
347.4,0
347.5,0.079895858
347.6,0
347.7,0.0511143
347.8,0
347.9,0.058658703
348,0.070359388
348.1,0
348.2,0
348.3,0
348.4,0.115629793
348.5,0
348.6,0
348.7,0
348.8,0
348.9,0.270121592
349,0.091348271
349.1,0
349.2,0
349.3,0.059797584
349.4,0.246715463
349.5,0.261892726
349.6,0.026991922
349.7,0
349.8,0
349.9,0.01170733
350,0.272196032
350.1,0.030616228
350.2,0
350.3,0
350.4,0
350.5,0.023491444
350.6,0.040450662
350.7,0.010787652
350.8,0
350.9,0
351,0
351.1,0
351.2,0
351.3,0.139507407
351.4,0.153746685
351.5,0.033908917
351.6,0
351.7,0.048736574
351.8,0.208142816
351.9,0.062150234
352,0.051979196
352.1,0.102397819
352.2,0
352.3,0
352.4,0
352.5,0.162340776
352.6,0.161273009
352.7,0.081457621
